,id,comment,author,likecount,publishedAt,Label
158,Ugy_Eh0LuS4m2FZPYqR4AaABAg,"Cây bàng non là loại cây rất quý của nhữg ng lính ở đảo xa. Ngta trân quý nó như là trân quý ng mà mình yêu nhất. ""Cây bàng non"" là hình ảnh nói lên sự nhớ nhung da diết của ng lính đảo xa với ng con gái họ yêu xa cách nhau. Đó là một câu chuyện rất cảm động",Nhi Lê,1,2018-12-17T13:48:42Z,null
159,Ugy-_CpqCyt544yttfB4AaABAg,Toàn mấy bài mình thích chị google đem ra làm trò cười =)),Thanh Nhựt,0,2018-12-17T12:53:15Z,null
160,UgwYlacUQfMBRriYXId4AaABAg,ơi các bạn cho xin các bài hát đi mới quá,Thanhtiet Phungthi,0,2018-12-17T12:06:14Z,null
161,UgwE0AKYGYY499gk6hN4AaABAg,"ko phải kajima 
mà là cause you my",Tio Zo,0,2018-12-17T10:54:29Z,null
162,UgwRQ7xSAzHMenr6dFF4AaABAg,"Địt mẹ sân si vc , bài ""Vô cùng"" chả hiểu nghĩa cũng soi. Đây là tình yêu tuổi học trò , cây bàng non do họ trồng ra . ok",Olalayaya V.N,1,2018-12-17T10:44:18Z,null
163,UgwDScTkL9W_FF8ARwZ4AaABAg,Giống thế sao nhận ra đc,Lan Nguyen,0,2018-12-17T10:39:36Z,null
164,Ugzo4wuX1R9c02aBBod4AaABAg,"Câu thương cây bàng non rất có ý nghĩa nhé, xem lại",Quỳnh Hà,8,2018-12-17T09:08:38Z,null
165,Ugx7b1aVVtrkWPlyI8Z4AaABAg,Có ai bị mất hứng vì chị Google không 😒😒,uyên lê phương,0,2018-12-17T06:46:23Z,null
166,UgxQ_ctkow87DC1fKVN4AaABAg,Cái đoạn babe kajima làm t nhớ đến cái video có con mèo người ta ghép mồm vô :))),Nguyệt Lang Tinh,1,2018-12-16T19:24:54Z,null
167,UgyX5TG372X236hT49d4AaABAg,Vì anh thương em như thương cây bàng non :))) Lời bài hát làm t vắt óc suy nghĩ đến  cạn mẹ IQ vẫn đéo có câu tl ...,Mập 412,0,2018-12-16T16:52:44Z,null
168,UgxVXA_TQOo5wgwdF7h4AaABAg,1:57 là bài gì vậy,kim phu nguyen thi,0,2018-12-16T16:31:58Z,null
169,Ugwcdcyl7rzDgQ60FEJ4AaABAg,Tui ít khi thấy đang hát lời Việt mà bay qua lời Hàn lắm,Ánh Nga Phan,20,2018-12-16T15:09:13Z,null
170,UgwRx8SCQWmWemhCSUV4AaABAg,2:10 là bài gì vậy,Le Thanh,0,2018-12-16T14:07:04Z,null
171,UgzOF6XrW446TCNxxKx4AaABAg,Tìm 1 bài logic đi ad?,Tùng Lonely,0,2018-12-16T13:53:42Z,null
172,UgzFmTPk_zRRNq5ypzp4AaABAg,Chị google bữa nay càng ngày càng chuyên nghiệp,Gia Hân,1,2018-12-16T13:43:35Z,null
173,UgyLmE3A0mQtKMRYRFF4AaABAg,Xin thân gửi nyc 1:35 😂😂 mà mình làm đél j đã có người yêu lấy đâu ra ng yêu cũ 😂,:3,0,2018-12-16T13:28:41Z,null
174,UgyrGAMpdoPcs1Tw99N4AaABAg,"Ngoài kia bao là sóng gió
Đừng quên mang bao..",Phan Thành Nghĩa,1,2018-12-16T13:07:03Z,null
175,UgwisLg-XYeAJdV2FPJ4AaABAg,"""Dòng lệ tràn đầy cầu kì"" cho vần với câu trc đó thôi. Chắc bí từ nên cho vào đại 😂",Phạm Hoàng Hiếu,5,2018-12-16T12:32:25Z,null
176,Ugw7araGM7kWFAL13PF4AaABAg,"🎶vì anh thương em 
Như thương cây sầu riêng🎶",ssw hhe,4,2018-12-16T11:00:36Z,null
177,UgylUVH0-kDEHTdJlZ94AaABAg,Auto xam loz,Gấu Béo,0,2018-12-16T10:34:13Z,null
178,Ugyp36GwS1OkpGRDli54AaABAg,"Tác giả việt nam giỏi sáng tác thật nhưng ngay chỉnh bn thân họ vẫn hk bt ý nghĩa của nhưng bài hát mà họ vừa sáng tác ra ,cn ca sĩ thì cứ thế mà hát thôi đách càn quan tâm ý với chả nghĩa miễn có đc nhịn ng nghe ,cn khán giả thì yêu cái hào nhoán của ng hát bài đó chớ họ cũng đâu quan tâm mình vừa nghe cái dì miễng là giai điệu hộp lỗ tai cn ý nghĩa thì HK CẦN THIẾT 🤣🤣🤣🤣",Seven Jr,8,2018-12-16T09:06:14Z,null
179,Ugzgq6eL-5__-gN3wk14AaABAg,Bài vì anh thương em nghe từ đầu mới hiểu tại sao thương cây bàng non nhé đéo biết con cặc gì mà đòi soi,chi khai,0,2018-12-16T08:58:52Z,null
180,Ugw44Nvjj6IuOYvRi1d4AaABAg,Chỉ những người quân nhân những người lính yêu xa mới hiểu được ý nghĩa của cây bàng non còn lũ óc chó làm clip này chẳng cống hiến được lồn gì cho đất nước còn sủa bậy,Diamond Heart,0,2018-12-16T06:50:02Z,null
181,UgyN3t1ezu-ngrTzfdB4AaABAg,Chị goolle gắt vl,su su,0,2018-12-16T05:49:21Z,null
182,Ugw12wt1nEYce04G9PV4AaABAg,*Có ai thấy không có gì mắc cười giống t không* :v,SunLight Dark,0,2018-12-16T04:10:29Z,null
183,UgyJYEC9z1nen9qDLbF4AaABAg,video nhảm vãi có đ j vô lí đâu,Đạt Nguyễn Đức,0,2018-12-16T01:17:24Z,null
184,Ugwo4jpcX1613bBzqwx4AaABAg,Jayki còn chưa kịp có khoảng trống thì chú Dương Khắc Linh đã nhảy mịe vào rồi.,Minh Xuyến Dương,0,2018-12-15T17:00:10Z,null
185,UgxWwDCY1T9lUTBFLBB4AaABAg,🤔🤔🤔🤔🤔🤔,Anh Nguyen,0,2018-12-15T15:47:53Z,null
186,UgyWek1kSwd-mZZDgod4AaABAg,"Cây bàng ở trên đảo, bài hát nói về tình yêu của người lính đảo",Han Pham,0,2018-12-15T15:47:35Z,null
187,Ugw0f54xArE9YALlK894AaABAg,Người âm phủ nghe như cái lồn,Nakano Nino,0,2018-12-15T15:42:59Z,null
188,UgxAnOOw_QnQ_5YLhDN4AaABAg,người lính đảo k cây bàng cây gì,Phương Trương,0,2018-12-15T15:34:14Z,null
189,Ugw7mgy563_2nDK9hEd4AaABAg,Hay,Ht Y,0,2018-12-15T14:49:42Z,null
190,Ugw_G6Op-7XCI7JbDOp4AaABAg,"Tại sao lại là "" cây bàng non ""???????",Hue Kim,0,2018-12-15T13:33:18Z,null
191,UgyB0QCYNCRIvI7a6m54AaABAg,"Sao lại sỉ nhục ""Người âm phủ"" của mình thé ??",《Naruo Kirito》,0,2018-12-15T13:32:20Z,null
192,UgyMQQfMpZDzvigrRNN4AaABAg,Mày chế đc ko mà cứ soi,NMA Gaming,0,2018-12-15T13:29:55Z,null
193,Ugxmw3Ey6vY765pBrQR4AaABAg,Tao cũng không hiểu cây bàng non liên quan mell gì :((( thắc mắc mãi :(((,Hân Quế,0,2018-12-15T12:25:15Z,null
194,UgwzDlz8xNKmevEiwZx4AaABAg,Sân si quá :)) Lời hát ra sao thì kệ ngta .,Tuyêt Trần,0,2018-12-15T10:47:20Z,null
195,UgzRE2g4kH-M5LyyPjB4AaABAg,"""Min""giờ lạc đâu rồi nhỉ",Si Sen,0,2018-12-15T10:42:04Z,null
196,UgykQM9l-C4flRv7sqV4AaABAg,Sân si cùng chị google,XAND,0,2018-12-15T09:16:55Z,null
197,UgzoP0XKa66SUREbuIp4AaABAg,Vui khúc nào vậy,Nguyen Vinh,0,2018-12-15T08:59:57Z,null
198,UgwzqXQW-GP_m3FM2114AaABAg,"Cười chết luôn, đau ruột quá 😆😆😆😆😆🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",Ngoc Duong Bao,0,2018-12-15T08:20:27Z,null
199,Ugwj35vn4UIj48lvoe54AaABAg,Bà google rảnh háng nhỉ kệ người ta đi má 😁😄,hoa phù dung,1,2018-12-15T07:05:50Z,null
200,UgyuXOxg5BWaZ9HFfwx4AaABAg,Tại sao lại à cây bàng nhỉ?,Cao Nam,0,2018-12-15T05:48:12Z,null
201,Ugw4Jwr2Actl4BYY7sd4AaABAg,Vào vì cái tiêu đề :),Natalie Gacha,0,2018-12-15T05:26:55Z,null
202,UgywwdAJLn92Z4NoN4t4AaABAg,cho e hỏi auto là j vậy?,gg hh,0,2018-12-15T03:49:28Z,null
203,UgwquheVrhgwoRKxG7h4AaABAg,1:55 t thích cây gì liên quan gì m,đing văn,0,2018-12-14T23:41:24Z,null
204,UgyB1HZIAIlntYQR6Zh4AaABAg,Hài quá 😂 😂 😂,Neko Drawing,0,2018-12-14T22:25:49Z,null
205,Ugy5ESo6dZThVmWSrqR4AaABAg,T cũng ko hĩu cây bàng non liên quan j ở đây :)),Erza Nguyễn,0,2018-12-14T17:23:04Z,null
206,UgyJznqn41dlJMk0E2B4AaABAg,"Không những có chị Google mà có nhiều lời của cô Lan nữa :""))",Phương Anh,2,2018-12-14T15:57:14Z,null
207,Ugz-Ggl9TSBG9ClCR6J4AaABAg,Toàn bài hit =))),Phương Anh,0,2018-12-14T15:56:23Z,null
208,UgzgzqnT9oeIsUG84_Z4AaABAg,Bài day tien ten j v,Như Trần,0,2018-12-14T12:39:54Z,null
209,Ugyq779fuqwlNPROJ8d4AaABAg,2:10 là bài gì thế??,Trúc Lê,0,2018-12-14T11:35:54Z,null
210,UgwjF81wfzjS6riMDoJ4AaABAg,"cu thich moc d nhau ngui,ngiem tuc vcl",TS,0,2018-12-14T10:29:46Z,null
211,UgwSzBXgdWOjEJKAyet4AaABAg,botay 🤣🤣,Tiểu lai,0,2018-12-14T07:47:46Z,null
212,Ugy2hcAinG_x7vtD0514AaABAg,Clip xàm vãi :)),Phạm Nam Dương,0,2018-12-14T07:22:05Z,null
213,UgwHfDJDcfoNA2mHapR4AaABAg,"0:22 , 1:12 là bài gì vậy",Đnnn0109,0,2018-12-14T07:04:49Z,null
214,UgxSCR37sE6u2jRVI8J4AaABAg,1:50 muốn quệnh tao hay dì ? :)),ɴԍuʏệт нằɴԍッ,14,2018-12-13T15:32:59Z,null
215,Ugzed48_FDdGkYAz8gh4AaABAg,Vâng ! Chỉ có ở Việt Nam thôi ! :)),ɴԍuʏệт нằɴԍッ,2,2018-12-13T15:29:50Z,null
216,Ugy775pm6v2BxAmqnZ54AaABAg,Bây by cắt chim ma cắt chim ma 😂😂😂,Hùng,0,2018-12-13T14:54:40Z,null
217,UgzvMc2AXTF6DWFLsTN4AaABAg,".ụ ụ mấy bạnn này ngộ đờii ghê:)) người ta sáng tác bàii hát ra cho mấy bạnn này sân xii soi móii bài của người ta hả:)) lờii bàii hát như v cho hợp giai điệu thôii mà cứ phán xét bàii ngừi ta hoàii:))có nhạc để nghe là vuii r:)) nếu không thích nghe thì tự sáng tác nhạc rồii tự hát 1 mình mà nghe đii:))soii mói nhauu chi cho mệt:))
.*nhận gạch đá để sây nhà😌🙂*",Nga Thúy,0,2018-12-13T12:42:00Z,null
218,UgzsMEq5zXQJScNd8-N4AaABAg,Baby kajima là baby anh yêu em,Yến Hải,0,2018-12-13T09:24:52Z,null
219,Ugyqw40A4LZm_SUnP854AaABAg,Chính thằng làm video này mới là đứa hack não nhất đấy. Dislike,Hali TV,0,2018-12-13T08:09:56Z,null
220,UgyFgOhxOQOnsfTDvyN4AaABAg,Lời hát hay thế mà.MÀY SÂN SI VỪA THÔI.VIDEO TÀO LAO,Khoa Nguyễn,1,2018-12-13T01:27:57Z,null
221,UgxXgaP36tuWDZ_mL9R4AaABAg,Cười sml  😂😂,Beo Đặng,0,2018-12-12T12:59:50Z,null
222,Ugy0D8aQHvhzGSFiqst4AaABAg,"T biết ngay thể nào cũng sẽ có bài ""vì anh thương em"" mak.",Linh Nguyen,0,2018-12-12T10:06:16Z,null
223,Ugz0PmVjb-xURa8XiJN4AaABAg,Xàm đú,Marcus,0,2018-12-12T06:14:25Z,null
224,Ugxg6sKO2mFUmb96-eJ4AaABAg,Đây là lý do vì sao tao ko bao h nghe nhạc của đám ca sĩ bây h lời thì ko liên quan cm gì hết mà bọn tai trâu la hay tao đéo biết hay kiểu gì nhất là người âm hộ vs hk1 nghe bao nhảm.,Lee pham,0,2018-12-11T15:15:16Z,null
225,Ugx4N-guPQ367Y0Oril4AaABAg,xàm l,sơn nguyễn,0,2018-12-11T14:43:52Z,null
226,UgxGthjfJfeO7QDGsxV4AaABAg,hahha den quy` :) ko bai hat nao thoat nan,sư hoàng nhật,0,2018-12-11T03:51:27Z,null
227,UgxA0TnhIREUUvz--Fp4AaABAg,0:17 là bài j vậy mn,Đz Kaiz,2,2018-12-10T17:43:55Z,null
228,Ugxnt5n5W1SIXXuqljx4AaABAg,Hack Não vler:)),Min min,0,2018-12-10T16:07:39Z,null
229,Ugxviu2sEe4ZWzkOzYB4AaABAg,"Ngoài kia bao la sóng gió
Đừng rên tên anh",Ánh Tuân Đẵng Nguyên,0,2018-12-10T12:36:01Z,null
230,UgzEYxYpXDgdvRvdsSR4AaABAg,"bài hát  : Văn chương kèm văn hoa bay tứ tung.
Giả dạng chị google cmt: Vô duyên kèm vô văn hóa cũng bay táng lạng chứ thua gì ai !",Kim Ban Hắc Nguyệt,0,2018-12-10T09:38:39Z,null
231,Ugx5HdIx3nPa-Lef8QZ4AaABAg,"Giọt lệ tràn cầu kì tức khóc vì một ai đó
Và con này trước khi khóc phải trang điểm 3 tiếng mới khóc nên khá cầu kì",Ra Nui Sục,1,2018-12-10T05:18:12Z,null
232,Ugyu9eWlFA6--FlKD3R4AaABAg,Cho hỏi 2:07 là bài gì vậy?,Mai Mai,0,2018-12-10T04:36:01Z,null
233,UgxOmglfc8Lqj4Dz4t54AaABAg,"Đoạn của Ngươi Âm Phủ sai vì câu đó nói về nhân vật ""anh"" mặt ngáo ngáo, điệu cười ngơ ngơ ... Khi nhìn thấy, nhớ nhung người mình yêu chứ không phải là hành động của cô gái.",Kuharu Kirito,0,2018-12-09T21:36:03Z,null
234,UgyAGXZEmrYIUZcc_554AaABAg,Cuời chết,是好淋,0,2018-12-09T14:57:26Z,null
235,UgwCfayKgrMjfuwG8R54AaABAg,chị google bình luận hay vãi chưởng,Le Diem Pham,0,2018-12-09T14:01:22Z,null
236,Ugzf6ehArEejPi6_wUN4AaABAg,ỉa,Tấn Luân Nguyen,0,2018-12-09T13:59:14Z,null
237,Ugyc4PRXamzdkZhOrXh4AaABAg,dòng lệ tràn đầy cầu kỳ: khóc giả dối như diễn kịch cho người khác xem :)),thảo phuong,0,2018-12-09T13:47:48Z,null
238,UgwM_0ZBWpZxIoXtXNd4AaABAg,Bài nào cũng có ý nghĩa,Hieu Hoang,0,2018-12-09T13:43:25Z,null
239,UgxRdRXmCcWdEysa66V4AaABAg,Ngáo,Toàn Nguyễn,0,2018-12-09T10:02:22Z,null
240,Ugw86b61jjoEy757azd4AaABAg,Câu cuối không hiểu thì ngu,Vũ Richard Đức,0,2018-12-09T09:05:33Z,null
241,UgxHsBp5gYpiFXWlpn14AaABAg,Não hơi ít nếp nhăn nhỉ,Luv Can,0,2018-12-09T08:24:45Z,null
242,Ugwy2urARTm6dM3Otxh4AaABAg,Ko đáng bét lỗi.. cố tìm lỗi để bét lm j ko pik .. ngượng quá,Quỳnh,0,2018-12-09T05:54:43Z,null
243,UgwiskcjTq4NRpEnKXN4AaABAg,Mà kajima nghĩa là gì vậy,Pandora Gracotteria,0,2018-12-09T05:00:57Z,null
244,UgwDycQSXGevWtfAsk54AaABAg,Dòng lệ tràn là lúc con này bị phá trinh nha chị,Cong Toan Nguy,0,2018-12-09T04:33:53Z,null
245,UgwxY1I0MG7vZx9wbDZ4AaABAg,Cảm giác như đang soi chứ không hoàn toàn là do lời. Người ta tăng thêm phần hoa mỹ cho bài hát thôi mà,Thiên Thiên,0,2018-12-09T02:08:32Z,null
246,Ugz09YzfMQbpOuqUhYZ4AaABAg,Ha...ha...ha...ha... bi thương ghê 😢😢,Thao Nguyen,0,2018-12-08T15:43:11Z,null
247,UgzXbiozslRgT7fYDyJ4AaABAg,Bài đầu hay :),Yeu Anh :3,0,2018-12-08T15:39:02Z,null
248,UgyAecmwgUcc_XZwwnd4AaABAg,"M làm clip khá xàm, phí mất mấy phút cuộc đời",Hoài Phương,0,2018-12-08T14:01:47Z,null
249,Ugx7vxwbgf1WzAR8U714AaABAg,: bullshit,Hoang Phan,0,2018-12-08T12:53:34Z,null
250,UgyNdDrhmjfrFdJDynp4AaABAg,dau ma con dich bai hat dang hay,Ly Lê,0,2018-12-08T12:37:15Z,null
251,UgzU-fYSeaF604f1d354AaABAg,Bảng nhạc lúc 2:11 là ji v mọi người,Ma Phong Ba ?,0,2018-12-08T12:34:35Z,null
252,UgxfqYvu1-9Sl4TfMIN4AaABAg,Chi gu gồ gắt quá😂😂😂,Thùyy Vânn,2,2018-12-08T11:59:23Z,null
253,UgzLSwEIoqWmNSEWK114AaABAg,Bài đầu tên hì,Vicky Mộc,0,2018-12-08T11:41:19Z,null
254,Ugyj-0aEhU-hc5S6Had4AaABAg,"Vì anh thương em.. như thương cây bàng non...
*BÀNG LỒN!*",Yuko Madaraki,0,2018-12-08T11:24:03Z,null
255,UgwvveWw_LopWyC_6Wt4AaABAg,Phương Ly =.=,Huy Lê,0,2018-12-08T10:55:36Z,null
256,Ugxeqi-0e6OnGzH1SSV4AaABAg,Chị gu gồ nghiệp tụ vành môi nghe,Enti tattoo,4,2018-12-08T09:47:03Z,null
257,UgydRaewefu8_OaEpuJ4AaABAg,😂😂😂,Điệp Quàng,0,2018-12-08T09:26:17Z,null
258,UgwUGDJOQ8dTfHbKpsV4AaABAg,"Tao vẫn hack não nhất bài
*Em muốn anh biết mà lại không muốn anh biết*
Nghe lại mà thấy bực bội",Giau Nguyen,0,2018-12-08T08:11:50Z,null
259,UgwN8yAZS_egdf0j2cB4AaABAg,Có thể nhiều người cảm thấy cái này hài nhưng mình thật sự cảm thấy hơi khó chịu. Nghe nhạc mà chỉ lấy những phần lời hack não ra bình luận nhưng lại ko nghe và ngẫm hết bài thì sao mà hiểu đc,Nghi Tran,26,2018-12-08T08:01:17Z,null
260,UgwmJQvRQWllohlj6IZ4AaABAg,Lời bài hát của người ta vô cùng ý nghĩa hơn nữa nó còn chứa không biết bao nhiêu là cảm xúc của người viết và người hát vậy mà tụi bây cứ thích câu like câu view đăng lên mấy thứ như shit đừng trách fan của mấy idol trên khẩu nghiệp👿🖕,Mina Heart,0,2018-12-08T07:47:19Z,null
261,Ugxpbcqr2t3CHTWyjtZ4AaABAg,Lúc đầu nghe EMLNYA thì cứ tưởng là ng thứ 3 (có hơi hack não thiệt). Nhưng nghe thấm rồi mới hiểu. 2ng đang yêu nhau nhưng thằng này lại nhớ tới con nhỏ bồ cũ thế thôi,Diễm_Budo Nguyễn,0,2018-12-08T07:36:25Z,null
262,Ugx-JOk9MAafwBPliK54AaABAg,Gắt,Nhật Thiên,0,2018-12-08T07:25:20Z,null
263,Ugwj0OcQBNG_1nCfGTp4AaABAg,Dễ thương quá😂😂😂,Pham Bella,0,2018-12-08T06:37:55Z,null
264,UgxzlDKEpG9jQzRpyVt4AaABAg,Khúc 2:06 là bài gì v,Nguyễn THỊ Yến Nhi,0,2018-12-08T06:10:24Z,null
265,UgwyoBvPo5HmO5qF4vB4AaABAg,Lâu lắm mới được xem cái này,Maria Kwon,3,2018-12-08T04:05:59Z,null
266,UgxrN4bxOKI5MXO-ATB4AaABAg,Tao mệch mỏi thặc sự﹏,Lạc Thần,0,2018-12-07T21:45:40Z,null
267,UgxzRJ798xu38Y5Ewdd4AaABAg,Nhạc Việt hay Hàn đây mà Kajima Kajima ~~,Quy Tê,0,2018-12-07T21:02:00Z,null
268,UgzYxnrT_lPecVkKDAZ4AaABAg,Chị Gú Gồ Sân Si Vãi .,Trọng Nghĩa TV,0,2018-12-07T17:17:00Z,null
269,UgxbQFs3UQGjILqc9FV4AaABAg,Hongkong cặc,Jeff the Killer,0,2018-12-07T16:23:12Z,null
270,UgxdEcAxGcj7sj6KgQR4AaABAg,"1:48 chị Google là học sinh cô Cẩm Lan
*Đụ cái gì ố là la*",ENTERTAINMENT CHANNEL,0,2018-12-07T15:57:03Z,null
271,UgxwvcAhvobtVpFPUgh4AaABAg,Vl,Rewrite -_-,0,2018-12-07T15:05:32Z,null
272,UgyA-xqVOgrQvryv4j94AaABAg,Bài hát t2 là bài j vaz,Ut Levan,0,2018-12-07T14:47:06Z,null
273,UgzRfbsYRX6Adu2Yn_B4AaABAg,"Thằng làm clip này xàm , tưởng hài hước 😂",Alo Alo,0,2018-12-07T14:31:27Z,null
274,UgxqBHufCSGHFDAf_194AaABAg,Sunsee quá :)),May Be U Lossed,3,2018-12-07T13:24:00Z,null
275,UgyvMm4eZAxTJIqYgDJ4AaABAg,"Thế giới bé thôi k to bằng đôi mắt em 
P/S: mắt còn này chắc là mặt trời",Huế Nguyễn Thị,0,2018-12-07T12:54:08Z,null
276,UgzARHrtNwOVw9zLB294AaABAg,nhạt vl :(,Trà đào cam sả,3,2018-12-07T12:36:18Z,null
277,Ugx03HTira-MgBFuvlp4AaABAg,hú,Thiện Huỳnh,0,2018-12-07T12:08:33Z,null
278,UgxqvpwmgLC-_rTAKwd4AaABAg,Lỡ như thằng đó ghét cây bàng non thì sao ta?,Anh Ngọc Quỳnh Nguyễn,0,2018-12-07T11:02:13Z,null
279,Ugzfl3vKUoQbaHks-7V4AaABAg,Cho hỏi khúc 2:06 là bài gì dzậy,Hanako -kun,0,2018-12-07T10:52:18Z,null
280,Ugz64AOHHNlQeCzdRq94AaABAg,Bài đầu tiên tớ hụt hẫn lúc chữ hụt hẫn vang lên,Châu Bình,0,2018-12-07T10:42:15Z,null
281,UgzrfSeoCeJY6SsM-f54AaABAg,"Đôi khi tôi vô tình nhìn thấy anh,anh vô tình đi rất nhanh  trái tim rung động theo từng câu hát*tk đó hát kẹo kéo😂😂*",๖ۣۜSU _๖ۣۜMIN,0,2018-12-07T10:32:24Z,null
282,Ugyd5S7sXMGsrqltsud4AaABAg,1:30 là j,hj tui nek:v,0,2018-12-07T10:29:58Z,null
283,UgxDjx-LHOQyBkQtr5d4AaABAg,Kajima là j vậy ?,Suga BTS,0,2018-12-07T10:14:55Z,null
284,Ugw4Wc8ZAVfbko6cbXR4AaABAg,em chỉ bằng cái cây 😂,AnTy Hisaru,0,2018-12-07T10:02:05Z,null
285,Ugyuk87te_OTdJeuiyt4AaABAg,Hay gì nhỉ,Mẫn Doãn Kỳ - BTS,0,2018-12-07T09:54:58Z,null
286,UgxMPuUNPrmjscv6wjJ4AaABAg,"Sao chỉ có mình mìn nghe ra là ""tràn giọt lệ đầy cầu kiều"" nhỉ",thanh diện ngô,0,2018-12-07T09:15:45Z,null
287,UgyniJwh0yQza896IrV4AaABAg,Khúc 0:54 là bài j vậy,Ngoc Nguyen,0,2018-12-07T08:16:54Z,null
288,Ugz-7YeQB5rQXNQd-dZ4AaABAg,Bài cuối tên j vậy,Nguyễn Thảo,1,2018-12-07T08:12:42Z,null
289,UgxY8aWpAh7E16R7dmt4AaABAg,2:14 là bài j v ạ,Xi Si,0,2018-12-07T07:58:21Z,null
290,UgxoyXIpCvuj9_eEbWB4AaABAg,đúng là hack não vãi trưởng,KIM TAE ANH CÚN,0,2018-12-07T07:48:02Z,null
291,UgxLqTe7a-FB56oEzKt4AaABAg,HongKong1 là bài hack não nhức cmnr,TaolàLồn rấtlunglinhlúnglínhlúnglínhlồilồn,0,2018-12-07T07:35:32Z,null
292,UgyXcHJD92hVT05fBC94AaABAg,sân si vl** :)),Bé Út ARMY,1,2018-12-07T07:28:52Z,null
293,Ugz7YNArTzajmbrTgWF4AaABAg,Sân si là tạo nghiệp đó:)),Min Suga,0,2018-12-07T07:04:28Z,null
294,UgwKjB2GEslKKLEPrSF4AaABAg,"Em sai rồi , em sai rồi . Anh xin lỗi em đi ( có biết sai ở đâu ko )",NGK. ❼uρ,0,2018-12-07T06:41:32Z,null
295,UgxpOFvKoPDILWWRQC54AaABAg,Đề nghị có tên các bài hát theo thời gian.  À mà cho hỏi 1:40 là bài gì v,Thọ Quang,14,2018-12-07T05:52:29Z,null
296,UgyfFXT-8maDHpJ8OtB4AaABAg,Giọt lệ tràn đầy cầu kì luôn 😅😅😅,Xuan Tran,0,2018-12-06T16:59:08Z,null
297,UgyV6L61jeY1n_zyJm94AaABAg,Kajima trước tao nghe cause youre mine 😀😀,Ly Trương,1,2018-12-06T16:29:56Z,null
298,UgxTs5FdEN_WMQPx3V54AaABAg,"Bài Vô Cùng ( vì anh thương em) mới đầu nghe t cũng hông hiểu và tự hỏi: ủa cây bàng non, tại sao lại như thương cây bàng non, cây bàng nó có liên quan gì?... và t đã chà trộm vào đống cmt để xem... lúc ấy t mới hiểu có nghĩa gì,... 😑",Ly Li,0,2018-12-06T15:16:36Z,null
299,Ugzw5G5CJMubJdg14Lp4AaABAg,Sunsee :)),pa ra pẻn,0,2018-12-06T15:14:06Z,null
300,UgxOrPFTfkw0pJwxtn94AaABAg,Dòng lệ trần đầy cầu kì:)),Thi thi,0,2018-12-06T15:06:40Z,null
301,UgzX9Rsakgj7E9pmyu94AaABAg,Chị google soi nhạc Việt gắt vậy =)),Biển muối Junhoe,7,2018-12-06T14:52:01Z,null
302,UgwHLrodbfx2A9TY0SV4AaABAg,lời bài hát rõ bựa mà toàn mấy bài hay,Thư Nguyễn Thanh,0,2018-12-06T14:36:41Z,null
303,Ugw-2QczK9ElX286Pvt4AaABAg,Kpop,Mie olala,0,2018-12-06T14:16:53Z,null
304,UgyR2rKEy1Hm42NRBad4AaABAg,Team Sân Si cùng chụy Gu Gồ😂,Thị Bột Cận,0,2018-12-06T14:09:35Z,null
305,UgwHdRvWeY0eNpy1Gc14AaABAg,2p24s nhanh gọn lẹ,امروز NMT,0,2018-12-06T13:39:48Z,null
306,UgwXwhCczK2zfoXDRSt4AaABAg,Vì anh thương em  ;>>>,Hoàng Vân Anh,0,2018-12-06T12:58:45Z,null
307,Ugz-rJLw2sdm0oSrv2p4AaABAg,Nói thật tui cũng chả biết *Giọt lệ tràn đầy cầu kì* là cái gì :))),Mitsuri :3,343,2018-12-06T12:47:40Z,null
308,Ugwt3LVyLfqQYvQLSqV4AaABAg,"Đọc tjêu đề Vpop mà nhầm thành Cây-póp. Vào nghe bàj đầu tjên  của... mà tưởng ng Hàn hát. Lắm thứ tjếng vl. Đọc đến chữ ""hụt hẫng"" tjm t soc vl luôn ấy",Phong Ca,0,2018-12-06T12:08:51Z,null
309,Ugwb5_nkGljaTsX9phl4AaABAg,Thông báo ad kênh nào sắp bị hacker fan phá,ST Channel,1,2018-12-06T11:42:35Z,null
310,Ugxjr3TgL8EudX3McuR4AaABAg,Ad óc chs k pt dong lệ tràn đầy cầu kì là cc j. Lời t hay z cx làm qa loa để câu  view like các kiểu,Tính Trọng,0,2018-12-06T11:35:30Z,null
311,UgwIMXz32WoEc0P8_1V4AaABAg,Đừng nói chị min như vậy chứ,Sỹ Sa,0,2018-12-06T11:11:17Z,null
312,UgxuLoPOaRBAaSLzeth4AaABAg,Nhảm l**,Sủi Cảo,0,2018-12-06T11:10:13Z,null
313,UgxfNB3NzP6xfQAgQqt4AaABAg,1:08,Andrew free fire,0,2018-12-06T10:05:08Z,null
314,Ugz9RSdVBHy6skZWgT94AaABAg,Bài phút 1.08 l bài j vậy,Andrew free fire,0,2018-12-06T10:04:56Z,null
315,UgzmyxuLgcULdkZGOet4AaABAg,"dòng lệ tràn đầy cầu kì  , ý  là nước mắt của người cô gái mang đầy ý nghĩa  đầy nỗi buồn ,khổ tâm thương nhớ , không đơn giản nên rất cầu kì",Lofi Music Radio,0,2018-12-06T09:52:58Z,null
